J302_3.RCP 43 [1, 2, 4, 3, 6, 10, 15, 7, 12, 18, 19, 5, 27, 24, 8, 23, 11, 9, 21, 13, 14, 16, 26, 28, 22, 31, 17, 30, 20, 25, 29, 32]
J302_4.RCP 43 [1, 4, 2, 3, 13, 5, 16, 12, 14, 6, 9, 21, 11, 7, 19, 18, 15, 27, 23, 8, 10, 17, 28, 20, 25, 26, 24, 30, 29, 22, 31, 32]
J302_5.RCP 51 [1, 4, 3, 2, 5, 6, 19, 8, 9, 17, 11, 12, 14, 20, 7, 15, 16, 22, 23, 24, 13, 10, 21, 25, 27, 29, 18, 26, 30, 28, 31, 32]
J302_6.RCP 47 [1, 4, 2, 3, 5, 7, 13, 6, 12, 9, 11, 8, 16, 10, 24, 15, 14, 18, 25, 17, 29, 19, 20, 22, 21, 28, 23, 26, 30, 27, 31, 32]
J302_7.RCP 47 [1, 2, 4, 3, 7, 12, 5, 10, 8, 11, 13, 14, 6, 9, 24, 27, 16, 17, 22, 15, 25, 21, 19, 23, 18, 20, 28, 30, 29, 26, 31, 32]
J302_8.RCP 54 [1, 2, 3, 6, 5, 20, 4, 7, 10, 11, 21, 13, 15, 14, 22, 19, 8, 9, 23, 17, 26, 27, 12, 18, 24, 25, 31, 16, 28, 29, 30, 32]
J302_9.RCP 54 [1, 3, 2, 7, 4, 15, 5, 6, 21, 10, 8, 13, 17, 9, 14, 19, 11, 12, 28, 23, 20, 16, 22, 27, 18, 26, 24, 25, 31, 29, 30, 32]
J302_10.RCP 43 [1, 4, 7, 3, 13, 10, 11, 5, 2, 9, 6, 14, 15, 8, 17, 21, 19, 12, 16, 24, 25, 26, 22, 20, 27, 23, 28, 18, 29, 31, 30, 32]
J303_1.RCP 72 [1, 3, 4, 2, 5, 11, 7, 10, 17, 9, 8, 19, 6, 14, 16, 18, 13, 23, 12, 24, 20, 21, 15, 26, 22, 29, 25, 28, 30, 27, 31, 32]
J303_2.RCP 40 [1, 2, 4, 5, 6, 12, 10, 9, 8, 14, 19, 7, 3, 13, 20, 21, 11, 17, 18, 22, 16, 25, 24, 23, 15, 28, 26, 27, 29, 31, 30, 32]
J303_3.RCP 57 [1, 3, 4, 5, 20, 9, 10, 2, 13, 19, 6, 8, 16, 15, 11, 23, 21, 14, 26, 17, 7, 12, 18, 22, 24, 28, 25, 31, 27, 30, 29, 32]
J303_4.RCP 98 [1, 2, 3, 4, 5, 7, 18, 6, 8, 24, 21, 9, 10, 25, 15, 11, 14, 13, 20, 12, 17, 16, 23, 22, 29, 19, 26, 30, 27, 28, 31, 32]
J303_5.RCP 53 [1, 4, 3, 2, 5, 25, 7, 15, 8, 6, 16, 9, 11, 10, 17, 12, 27, 23, 21, 18, 24, 14, 13, 26, 20, 19, 22, 28, 29, 30, 31, 32]
J303_6.RCP 54 [1, 4, 3, 2, 25, 9, 7, 8, 11, 5, 13, 6, 10, 24, 14, 21, 12, 18, 16, 19, 20, 15, 29, 17, 23, 26, 22, 28, 27, 31, 30, 32]
J303_7.RCP 48 [1, 2, 4, 3, 9, 30, 6, 5, 16, 23, 11, 15, 19, 12, 8, 7, 13, 24, 21, 18, 17, 10, 22, 25, 14, 27, 20, 28, 26, 31, 29, 32]
J303_8.RCP 54 [1, 3, 2, 4, 13, 15, 5, 11, 19, 6, 8, 24, 9, 7, 10, 25, 12, 14, 17, 23, 20, 18, 27, 16, 21, 26, 22, 30, 28, 29, 31, 32]
J303_9.RCP 65 [1, 3, 4, 7, 18, 2, 5, 6, 13, 9, 25, 11, 12, 14, 19, 8, 17, 16, 23, 20, 27, 10, 21, 15, 26, 30, 22, 29, 24, 28, 31, 32]
J303_10.RCP 59 [1, 4, 2, 5, 3, 6, 7, 9, 8, 13, 10, 14, 15, 19, 18, 17, 12, 11, 21, 20, 22, 16, 23, 25, 30, 28, 26, 24, 31, 27, 29, 32]
J304_1.RCP 49 [1, 3, 2, 4, 7, 10, 5, 12, 9, 6, 8, 22, 16, 11, 14, 21, 19, 23, 18, 13, 24, 15, 30, 25, 17, 27, 26, 20, 28, 31, 29, 32]
J304_2.RCP 60 [1, 3, 5, 8, 4, 7, 13, 2, 11, 6, 15, 9, 12, 10, 17, 23, 24, 14, 18, 16, 19, 20, 27, 25, 31, 21, 22, 28, 26, 29, 30, 32]
J304_3.RCP 47 [1, 4, 2, 7, 5, 10, 8, 3, 19, 11, 25, 6, 15, 13, 9, 12, 14, 17, 21, 29, 18, 16, 22, 24, 23, 26, 27, 28, 20, 30, 31, 32]
J304_4.RCP 57 [1, 3, 4, 2, 7, 6, 11, 9, 5, 13, 8, 16, 19, 10, 12, 14, 18, 22, 24, 20, 21, 17, 15, 23, 25, 27, 28, 26, 29, 31, 30, 32]
J304_5.RCP 59 [1, 2, 3, 4, 7, 5, 12, 6, 14, 17, 8, 9, 13, 11, 20, 10, 22, 23, 24, 15, 26, 18, 19, 16, 25, 27, 30, 21, 28, 31, 29, 32]
J304_6.RCP 45 [1, 3, 2, 6, 4, 5, 15, 7, 20, 13, 9, 12, 8, 11, 14, 23, 26, 25, 17, 16, 10, 28, 18, 19, 21, 22, 24, 30, 27, 29, 31, 32]
J304_7.RCP 56 [1, 4, 2, 9, 5, 6, 8, 15, 26, 3, 10, 7, 19, 13, 27, 11, 20, 12, 17, 22, 23, 16, 14, 28, 24, 21, 18, 29, 25, 30, 31, 32]
J304_8.RCP 55 [1, 3, 2, 4, 15, 6, 5, 7, 10, 9, 20, 8, 12, 17, 16, 11, 18, 13, 23, 26, 14, 22, 19, 21, 27, 25, 31, 30, 24, 28, 29, 32]
J304_9.RCP 38 [1, 3, 4, 2, 5, 8, 6, 12, 10, 18, 7, 23, 16, 14, 13, 24, 21, 11, 19, 25, 17, 26, 15, 9, 20, 27, 22, 28, 30, 29, 31, 32]
J304_10.RCP 48 [1, 4, 2, 3, 17, 7, 10, 8, 16, 26, 5, 6, 19, 9, 18, 13, 21, 11, 14, 12, 20, 25, 15, 22, 23, 24, 29, 27, 28, 30, 31, 32]
J305_1.RCP 53 [1, 4, 3, 6, 2, 16, 5, 10, 8, 19, 7, 11, 12, 13, 21, 9, 14, 23, 15, 20, 24, 17, 22, 18, 28, 26, 30, 27, 25, 29, 31, 32]
J305_2.RCP 83 [1, 3, 2, 4, 5, 8, 21, 11, 15, 18, 9, 7, 10, 6, 20, 12, 13, 14, 16, 17, 30, 19, 28, 25, 22, 27, 24, 23, 26, 31, 29, 32]
J305_3.RCP 80 [1, 4, 2, 7, 5, 3, 12, 10, 6, 9, 15, 14, 18, 13, 11, 8, 20, 26, 22, 19, 17, 16, 27, 23, 21, 25, 30, 24, 28, 29, 31, 32]
J305_4.RCP 63 [1, 2, 3, 4, 9, 14, 12, 7, 6, 17, 13, 11, 16, 25, 10, 19, 8, 21, 22, 20, 23, 5, 15, 27, 18, 24, 28, 29, 26, 30, 31, 32]
J305_5.RCP 76 [1, 2, 4, 6, 3, 10, 7, 5, 9, 8, 22, 17, 12, 15, 21, 19, 18, 23, 31, 11, 24, 26, 13, 25, 14, 16, 29, 27, 28, 20, 30, 32]
J305_6.RCP 64 [1, 3, 4, 5, 10, 2, 16, 13, 6, 8, 18, 12, 7, 19, 15, 9, 21, 20, 14, 25, 26, 22, 24, 23, 28, 11, 17, 29, 27, 30, 31, 32]
J305_7.RCP 78 [1, 4, 3, 15, 8, 2, 12, 6, 5, 7, 9, 16, 11, 13, 10, 18, 22, 17, 19, 25, 24, 20, 14, 26, 23, 27, 21, 28, 29, 31, 30, 32]
J305_8.RCP 69 [1, 4, 3, 7, 8, 5, 9, 10, 6, 14, 12, 13, 2, 19, 15, 18, 16, 21, 20, 25, 26, 17, 22, 23, 31, 28, 27, 11, 24, 29, 30, 32]
J305_9.RCP 49 [1, 2, 3, 4, 9, 5, 14, 12, 15, 6, 23, 7, 10, 22, 16, 20, 21, 25, 19, 8, 24, 30, 18, 11, 13, 26, 27, 17, 29, 28, 31, 32]
J305_10.RCP 70 [1, 3, 2, 4, 5, 14, 10, 6, 21, 16, 8, 12, 26, 7, 9, 20, 18, 17, 23, 11, 28, 27, 15, 19, 24, 25, 13, 22, 30, 31, 29, 32]
J306_1.RCP 59 [1, 3, 4, 2, 7, 6, 5, 10, 15, 20, 11, 14, 8, 17, 26, 9, 13, 25, 18, 16, 22, 24, 27, 19, 12, 23, 28, 29, 30, 21, 31, 32]
J306_2.RCP 52 [1, 4, 2, 5, 6, 14, 20, 3, 19, 10, 9, 13, 11, 12, 8, 15, 22, 7, 18, 16, 17, 21, 24, 23, 30, 27, 25, 26, 28, 29, 31, 32]
J306_3.RCP 48 [1, 2, 3, 4, 6, 5, 13, 7, 9, 10, 14, 18, 19, 12, 17, 15, 11, 23, 26, 27, 21, 8, 22, 16, 20, 28, 25, 24, 31, 30, 29, 32]
J306_4.RCP 42 [1, 2, 3, 7, 6, 11, 5, 25, 21, 4, 8, 10, 13, 9, 12, 16, 17, 14, 15, 20, 18, 22, 19, 23, 27, 24, 26, 28, 30, 31, 29, 32]
J306_5.RCP 67 [1, 4, 2, 3, 12, 9, 11, 6, 18, 5, 14, 7, 15, 8, 10, 21, 13, 16, 22, 17, 19, 24, 28, 20, 27, 25, 23, 26, 30, 31, 29, 32]
J306_6.RCP 37 [1, 3, 2, 4, 5, 13, 17, 9, 6, 21, 22, 11, 16, 14, 8, 10, 7, 15, 23, 25, 19, 20, 26, 18, 24, 27, 12, 28, 29, 31, 30, 32]
J306_7.RCP 46 [1, 3, 4, 5, 8, 14, 6, 10, 12, 9, 16, 2, 13, 15, 21, 28, 7, 18, 20, 17, 23, 24, 11, 22, 26, 27, 19, 25, 30, 29, 31, 32]
J306_8.RCP 39 [1, 4, 2, 3, 5, 6, 10, 15, 14, 7, 8, 19, 18, 13, 9, 17, 26, 20, 16, 12, 24, 11, 21, 23, 25, 22, 27, 28, 30, 29, 31, 32]
J306_9.RCP 51 [1, 2, 4, 3, 9, 7, 5, 6, 16, 25, 8, 11, 18, 13, 14, 10, 12, 20, 19, 26, 15, 21, 22, 17, 23, 24, 28, 27, 30, 31, 29, 32]
J306_10.RCP 62 [1, 4, 2, 11, 7, 3, 5, 6, 13, 8, 15, 12, 9, 16, 14, 18, 10, 25, 17, 22, 24, 21, 26, 19, 27, 20, 28, 23, 31, 29, 30, 32]
J307_1.RCP 55 [1, 2, 3, 4, 6, 28, 17, 5, 8, 9, 21, 7, 22, 10, 20, 11, 14, 12, 13, 15, 16, 24, 25, 29, 18, 19, 27, 26, 23, 31, 30, 32]
J307_2.RCP 42 [1, 3, 4, 10, 2, 11, 14, 27, 9, 5, 17, 7, 8, 13, 19, 6, 23, 12, 18, 15, 21, 20, 16, 22, 24, 26, 28, 25, 29, 30, 31, 32]
J307_3.RCP 42 [1, 2, 4, 3, 18, 5, 6, 8, 9, 13, 20, 11, 10, 16, 14, 17, 7, 25, 12, 23, 15, 19, 21, 26, 27, 22, 24, 28, 31, 29, 30, 32]
J307_4.RCP 44 [1, 2, 3, 4, 5, 11, 8, 18, 6, 7, 9, 12, 14, 13, 15, 10, 21, 23, 25, 16, 26, 27, 17, 19, 20, 22, 24, 28, 29, 30, 31, 32]
J307_5.RCP 45 [1, 2, 4, 3, 5, 7, 10, 12, 8, 24, 11, 6, 14, 17, 21, 13, 18, 15, 9, 19, 16, 23, 20, 27, 25, 26, 22, 30, 28, 29, 31, 32]
J307_6.RCP 35 [1, 4, 2, 3, 6, 5, 16, 10, 12, 18, 8, 15, 14, 7, 11, 20, 22, 17, 24, 26, 13, 9, 21, 19, 25, 27, 23, 29, 28, 31, 30, 32]
J307_7.RCP 51 [1, 2, 3, 8, 4, 6, 5, 7, 15, 10, 12, 14, 11, 21, 9, 16, 22, 20, 13, 18, 23, 28, 25, 26, 24, 17, 19, 29, 27, 30, 31, 32]
J307_8.RCP 44 [1, 4, 2, 9, 3, 6, 15, 5, 7, 12, 10, 14, 8, 13, 25, 19, 11, 27, 28, 20, 17, 22, 16, 26, 24, 21, 18, 29, 23, 30, 31, 32]
J307_9.RCP 60 [1, 4, 2, 3, 7, 18, 5, 8, 6, 15, 26, 10, 12, 9, 11, 13, 21, 14, 16, 22, 28, 17, 23, 20, 25, 24, 29, 30, 19, 27, 31, 32]
J307_10.RCP 49 [1, 2, 3, 4, 5, 11, 12, 6, 14, 22, 7, 17, 13, 8, 9, 31, 10, 16, 23, 19, 25, 21, 15, 20, 18, 26, 24, 27, 28, 30, 29, 32]
J308_1.RCP 44 [1, 2, 3, 4, 6, 5, 18, 11, 13, 8, 15, 7, 9, 17, 19, 14, 10, 12, 22, 21, 20, 16, 23, 24, 26, 27, 28, 25, 31, 29, 30, 32]
J308_2.RCP 51 [1, 4, 3, 2, 9, 8, 11, 5, 6, 23, 13, 14, 15, 10, 17, 22, 12, 16, 20, 7, 19, 25, 18, 24, 26, 29, 28, 21, 31, 27, 30, 32]
J308_3.RCP 53 [1, 2, 3, 4, 9, 10, 13, 11, 17, 5, 19, 14, 8, 12, 16, 18, 20, 24, 15, 31, 6, 7, 28, 21, 22, 23, 26, 25, 27, 30, 29, 32]
J308_4.RCP 48 [1, 3, 2, 4, 7, 11, 13, 5, 16, 10, 8, 21, 6, 14, 15, 9, 23, 17, 19, 20, 22, 18, 12, 27, 24, 25, 26, 30, 28, 31, 29, 32]
J308_5.RCP 58 [1, 4, 3, 2, 5, 6, 7, 14, 21, 12, 11, 13, 9, 8, 15, 16, 17, 24, 30, 10, 19, 23, 18, 25, 22, 20, 26, 28, 29, 27, 31, 32]
J308_6.RCP 47 [1, 2, 3, 6, 4, 5, 8, 9, 7, 16, 14, 11, 18, 10, 27, 21, 15, 13, 12, 17, 28, 23, 19, 24, 30, 22, 26, 25, 20, 29, 31, 32]
J308_7.RCP 41 [1, 2, 3, 4, 11, 9, 18, 6, 15, 10, 5, 8, 12, 7, 14, 21, 23, 22, 20, 13, 24, 19, 26, 25, 17, 30, 16, 28, 27, 31, 29, 32]
J308_8.RCP 51 [1, 2, 4, 3, 5, 6, 20, 11, 7, 14, 10, 12, 15, 8, 19, 21, 13, 16, 18, 9, 26, 24, 17, 22, 23, 25, 31, 27, 28, 29, 30, 32]
J308_9.RCP 39 [1, 2, 3, 6, 4, 7, 15, 5, 8, 24, 11, 12, 9, 14, 25, 16, 13, 18, 10, 22, 17, 19, 26, 27, 20, 30, 23, 28, 21, 31, 29, 32]
J308_10.RCP 67 [1, 2, 3, 15, 4, 6, 9, 8, 5, 7, 13, 10, 22, 30, 11, 16, 18, 23, 19, 14, 21, 12, 24, 17, 20, 25, 27, 26, 28, 29, 31, 32]
J309_1.RCP 83 [1, 3, 4, 7, 9, 24, 2, 14, 10, 12, 5, 13, 6, 26, 17, 8, 11, 15, 20, 18, 19, 25, 23, 28, 21, 16, 27, 22, 31, 30, 29, 32]
J309_2.RCP 92 [1, 3, 11, 4, 5, 8, 28, 6, 7, 12, 16, 18, 13, 30, 9, 14, 10, 21, 24, 2, 20, 19, 15, 27, 17, 23, 25, 31, 22, 26, 29, 32]
J309_3.RCP 72 [1, 3, 10, 2, 14, 12, 6, 15, 5, 16, 4, 7, 11, 20, 13, 19, 23, 17, 24, 8, 22, 25, 9, 21, 27, 28, 26, 30, 18, 29, 31, 32]
J309_4.RCP 74 [1, 2, 4, 9, 3, 7, 8, 12, 5, 16, 19, 6, 21, 23, 10, 28, 20, 25, 11, 26, 14, 27, 13, 17, 15, 29, 22, 18, 31, 24, 30, 32]
J309_5.RCP 70 [1, 3, 2, 4, 7, 5, 13, 6, 8, 19, 14, 20, 9, 18, 11, 15, 10, 23, 21, 16, 25, 30, 17, 22, 12, 27, 28, 24, 26, 29, 31, 32]
J309_6.RCP 63 [1, 2, 3, 7, 11, 17, 18, 5, 13, 23, 14, 9, 25, 21, 16, 26, 4, 6, 22, 20, 8, 15, 10, 27, 19, 31, 28, 12, 30, 24, 29, 32]
J309_7.RCP 64 [1, 2, 4, 9, 5, 24, 3, 15, 13, 14, 6, 7, 11, 17, 21, 10, 12, 20, 18, 23, 16, 27, 28, 8, 19, 29, 22, 30, 25, 26, 31, 32]
J309_8.RCP 93 [1, 2, 4, 8, 3, 5, 9, 24, 6, 12, 14, 11, 13, 18, 7, 17, 15, 10, 16, 28, 26, 19, 20, 23, 21, 25, 22, 27, 29, 31, 30, 32]
J309_9.RCP 65 [1, 4, 5, 2, 7, 3, 6, 9, 11, 16, 13, 10, 19, 20, 22, 18, 17, 12, 23, 14, 15, 24, 30, 21, 26, 8, 25, 28, 27, 31, 29, 32]
J309_10.RCP 89 [1, 2, 3, 5, 9, 6, 8, 4, 7, 10, 26, 13, 11, 23, 12, 16, 14, 22, 15, 20, 24, 27, 21, 18, 28, 17, 25, 30, 19, 29, 31, 32]
J3010_1.RCP 42 [1, 2, 3, 4, 15, 16, 11, 7, 5, 8, 6, 17, 9, 24, 18, 25, 13, 12, 10, 28, 20, 21, 22, 14, 27, 23, 30, 26, 19, 31, 29, 32]
J3010_2.RCP 57 [1, 3, 2, 4, 8, 5, 10, 6, 7, 13, 11, 12, 14, 9, 16, 19, 15, 21, 25, 20, 23, 24, 17, 22, 18, 28, 27, 26, 29, 31, 30, 32]
J3010_3.RCP 62 [1, 2, 3, 4, 18, 6, 5, 7, 29, 9, 11, 8, 17, 10, 13, 15, 12, 16, 25, 22, 19, 14, 23, 20, 28, 21, 26, 27, 24, 31, 30, 32]
J3010_4.RCP 59 [1, 2, 4, 3, 7, 13, 6, 5, 16, 18, 9, 8, 10, 17, 15, 22, 14, 20, 11, 12, 19, 24, 25, 26, 21, 23, 27, 31, 28, 30, 29, 32]
J3010_5.RCP 41 [1, 4, 2, 3, 10, 9, 25, 20, 14, 12, 5, 8, 16, 24, 6, 7, 18, 17, 15, 11, 26, 21, 13, 22, 19, 28, 27, 29, 23, 30, 31, 32]
J3010_6.RCP 44 [1, 3, 2, 4, 18, 13, 6, 10, 8, 5, 12, 19, 11, 23, 14, 7, 15, 22, 21, 17, 26, 9, 24, 27, 20, 16, 28, 30, 25, 29, 31, 32]
J3010_7.RCP 49 [1, 2, 4, 3, 6, 8, 9, 10, 13, 7, 20, 5, 15, 12, 22, 11, 17, 18, 23, 19, 26, 24, 16, 14, 28, 21, 25, 27, 30, 31, 29, 32]
J3010_8.RCP 54 [1, 4, 3, 11, 7, 2, 12, 16, 5, 8, 14, 17, 13, 6, 10, 22, 23, 15, 18, 20, 21, 9, 25, 26, 24, 27, 28, 30, 19, 31, 29, 32]
J3010_9.RCP 49 [1, 2, 3, 4, 7, 6, 9, 12, 10, 23, 5, 8, 11, 28, 16, 17, 21, 13, 24, 18, 22, 14, 20, 15, 19, 26, 25, 27, 30, 31, 29, 32]
J3010_10.RCP 42 [1, 4, 6, 3, 2, 8, 13, 9, 22, 19, 12, 5, 17, 14, 20, 11, 18, 7, 23, 16, 15, 10, 24, 21, 25, 26, 27, 28, 30, 29, 31, 32]
J3011_1.RCP 55 [1, 3, 4, 5, 6, 2, 17, 10, 11, 7, 9, 13, 18, 21, 20, 8, 12, 16, 15, 25, 19, 14, 23, 22, 26, 24, 28, 31, 27, 30, 29, 32]
J3011_2.RCP 56 [1, 3, 2, 4, 10, 8, 7, 12, 6, 13, 18, 5, 14, 24, 19, 11, 15, 9, 25, 20, 26, 21, 23, 27, 16, 30, 22, 17, 29, 28, 31, 32]
J3011_3.RCP 81 [1, 3, 2, 4, 5, 12, 6, 9, 8, 7, 13, 17, 10, 23, 14, 15, 11, 20, 16, 22, 18, 21, 25, 19, 24, 30, 26, 29, 27, 28, 31, 32]
J3011_4.RCP 63 [1, 4, 3, 2, 11, 7, 5, 8, 6, 9, 12, 16, 10, 13, 14, 19, 15, 24, 20, 30, 17, 18, 26, 22, 21, 28, 25, 23, 27, 29, 31, 32]
J3011_5.RCP 49 [1, 3, 2, 10, 5, 11, 9, 6, 15, 7, 12, 4, 17, 22, 14, 19, 16, 20, 24, 8, 13, 27, 23, 18, 28, 21, 25, 26, 31, 30, 29, 32]
J3011_6.RCP 44 [1, 4, 3, 5, 12, 15, 6, 2, 8, 17, 7, 13, 10, 9, 14, 16, 20, 27, 11, 26, 23, 21, 22, 18, 24, 29, 25, 19, 28, 30, 31, 32]
J3011_7.RCP 36 [1, 3, 2, 4, 7, 6, 8, 12, 13, 27, 10, 5, 20, 21, 9, 14, 16, 15, 19, 18, 24, 11, 28, 22, 17, 26, 23, 29, 30, 25, 31, 32]
J3011_8.RCP 62 [1, 2, 3, 4, 5, 6, 7, 19, 9, 12, 11, 10, 16, 13, 8, 14, 15, 24, 21, 20, 23, 26, 17, 18, 22, 25, 28, 29, 27, 31, 30, 32]
J3011_9.RCP 67 [1, 4, 2, 3, 7, 20, 5, 6, 10, 17, 11, 8, 18, 13, 19, 15, 22, 21, 23, 9, 16, 27, 24, 12, 26, 14, 25, 31, 28, 30, 29, 32]
J3011_10.RCP 38 [1, 4, 2, 3, 10, 7, 11, 5, 6, 12, 20, 8, 9, 17, 23, 15, 13, 18, 16, 27, 21, 19, 14, 31, 24, 25, 28, 30, 22, 26, 29, 32]
J3012_1.RCP 47 [1, 2, 3, 9, 6, 4, 5, 12, 7, 17, 10, 22, 11, 13, 8, 14, 18, 23, 19, 21, 16, 24, 15, 26, 27, 20, 25, 28, 31, 29, 30, 32]
J3012_2.RCP 46 [1, 2, 3, 13, 5, 7, 4, 9, 8, 12, 6, 11, 18, 10, 21, 22, 15, 23, 26, 14, 19, 24, 16, 17, 20, 27, 25, 28, 30, 29, 31, 32]
J3012_3.RCP 37 [1, 2, 3, 9, 6, 4, 11, 5, 7, 10, 15, 8, 14, 17, 12, 20, 26, 18, 23, 16, 21, 22, 24, 27, 13, 28, 19, 25, 29, 31, 30, 32]
J3012_4.RCP 63 [1, 3, 4, 10, 9, 5, 6, 2, 15, 16, 17, 7, 13, 19, 11, 21, 14, 26, 18, 22, 24, 20, 8, 27, 28, 23, 25, 12, 29, 31, 30, 32]
J3012_5.RCP 47 [1, 2, 4, 6, 10, 5, 7, 11, 8, 3, 17, 13, 9, 16, 20, 12, 27, 14, 19, 24, 21, 15, 22, 23, 18, 30, 26, 28, 25, 31, 29, 32]
J3012_6.RCP 53 [1, 3, 2, 5, 10, 4, 6, 8, 19, 11, 22, 7, 9, 16, 12, 14, 17, 13, 28, 20, 15, 23, 26, 18, 21, 27, 24, 29, 30, 25, 31, 32]
J3012_7.RCP 55 [1, 2, 3, 4, 5, 12, 6, 14, 9, 11, 15, 10, 8, 17, 18, 13, 7, 26, 19, 22, 16, 21, 27, 24, 25, 28, 23, 20, 29, 30, 31, 32]
J3012_8.RCP 35 [1, 2, 3, 4, 6, 5, 11, 7, 15, 13, 9, 21, 12, 19, 20, 26, 18, 16, 14, 10, 8, 22, 17, 23, 24, 29, 28, 25, 27, 31, 30, 32]
J3012_9.RCP 52 [1, 4, 3, 2, 11, 7, 12, 9, 6, 10, 8, 13, 14, 19, 5, 16, 20, 15, 26, 18, 22, 21, 28, 25, 17, 23, 27, 24, 29, 31, 30, 32]
J3012_10.RCP 57 [1, 3, 2, 4, 5, 6, 10, 11, 9, 18, 20, 8, 14, 21, 7, 19, 13, 17, 15, 12, 23, 16, 25, 24, 22, 27, 26, 28, 30, 29, 31, 32]
J3013_1.RCP 61 [1, 2, 4, 15, 3, 11, 5, 18, 7, 10, 13, 31, 19, 17, 6, 8, 14, 21, 12, 24, 23, 27, 20, 9, 25, 16, 28, 22, 26, 29, 30, 32]
J3013_2.RCP 63 [1, 3, 4, 8, 2, 6, 10, 5, 14, 7, 9, 12, 20, 17, 11, 19, 16, 21, 24, 22, 27, 15, 13, 18, 26, 23, 28, 25, 29, 31, 30, 32]
J3013_3.RCP 78 [1, 3, 2, 4, 5, 6, 11, 9, 10, 8, 19, 16, 22, 12, 7, 13, 21, 14, 15, 18, 28, 17, 26, 23, 20, 25, 27, 24, 30, 29, 31, 32]
J3013_4.RCP 74 [1, 4, 2, 5, 3, 9, 8, 10, 7, 6, 28, 12, 14, 13, 11, 18, 23, 22, 19, 16, 17, 21, 26, 15, 20, 29, 25, 24, 30, 27, 31, 32]
J3013_5.RCP 70 [1, 4, 3, 2, 12, 6, 15, 10, 21, 19, 7, 14, 8, 23, 17, 18, 11, 24, 5, 26, 16, 9, 22, 13, 20, 30, 25, 27, 28, 29, 31, 32]
J3013_6.RCP 66 [1, 3, 4, 2, 7, 8, 9, 10, 12, 13, 5, 14, 11, 15, 20, 6, 18, 22, 19, 16, 26, 17, 23, 25, 24, 21, 27, 28, 30, 31, 29, 32]
J3013_7.RCP 79 [1, 2, 4, 15, 6, 3, 10, 12, 11, 5, 8, 16, 7, 21, 9, 13, 22, 23, 24, 27, 14, 19, 17, 28, 25, 29, 20, 26, 18, 30, 31, 32]
J3013_8.RCP 109 [1, 2, 3, 4, 5, 6, 8, 21, 13, 9, 11, 7, 12, 14, 24, 17, 10, 16, 28, 18, 20, 22, 15, 30, 19, 26, 27, 23, 25, 29, 31, 32]
J3013_9.RCP 74 [1, 3, 2, 6, 15, 5, 4, 14, 20, 19, 8, 11, 21, 26, 18, 7, 9, 12, 13, 25, 10, 22, 17, 16, 23, 31, 27, 24, 28, 30, 29, 32]
